id,first_name,last_name,email,phone,last_login_ip,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
"1993","Junina","Meridel","juninameridel@gmail.com","790-342-6567","211.185.75.45","1949","PhD","Married","58607","0","1","Married","23-12-2012","63","867","0","86","0","0","19","63","3","2","2","3","3","9","8","0","1","0","0","0","0","3","11","0"
"4047","Rosanne","Gwenore","rosannegwenore@gmail.com","406-774-2211","103.187.9.234","1954","PhD","Married","65324","0","1","Married","11-01-2014","0","384","0","102","21","32","5","0","3","6","6","2","2","9","4","0","0","0","0","0","0","3","11","0"
"1409","Vale","Paulina","valepaulina@gmail.com","583-550-5551","78.3.161.97","1951","Graduation","Together","40689","0","1","Together","18-03-2013","69","270","3","27","39","6","99","69","7","7","7","1","1","5","8","0","0","0","0","0","0","3","11","0"
"7892","Sher","Fallon","sherfallon@gmail.com","685-299-1250","23.2.78.114","1969","Graduation","Single","18589","0","0","Single","02-01-2013","89","6","4","25","15","12","13","89","2","2","2","1","1","3","7","0","0","0","0","0","0","3","11","0"
"2404","Laraine","Leese","laraineleese@gmail.com","690-903-8575","213.235.192.242","1976","Graduation","Married","53359","1","1","Married","27-05-2013","4","173","4","30","3","6","41","4","4","5","5","1","1","4","7","0","0","0","0","0","0","3","11","0"
"5255","Remy","Frederique","remyfrederique@gmail.com","615-995-9832","65.213.46.42","1986","Graduation","Single","","1","0","Single","20-02-2013","19","5","1","3","3","263","362","19","0","27","27","0","0","0","1","0","0","0","0","0","0","3","11","0"
"9422","Dot","Dion","dotdion@gmail.com","221-610-9927","92.219.87.90","1989","Graduation","Married","38360","1","0","Married","31-05-2013","26","36","2","42","20","21","10","26","2","2","2","1","1","4","3","0","0","0","0","0","0","3","11","0"
"1966","Tarah","Meaghan","tarahmeaghan@gmail.com","728-709-6086","177.42.32.118","1965","PhD","Married","84618","0","0","Married","22-11-2013","96","684","100","801","21","66","0","96","1","6","6","9","9","10","2","0","0","1","0","0","0","3","11","0"
"6864","Mercy","Maible","mercymaible@gmail.com","454-217-5283","201.94.197.163","1989","Master","Divorced","10979","0","0","Divorced","22-05-2014","34","8","4","10","2","2","4","34","2","3","3","0","0","3","5","0","0","0","0","0","0","3","11","0"
"3033","Codee","Sabra","codeesabra@gmail.com","664-996-8034","252.86.241.133","1963","Master","Together","38620","0","0","Together","11-05-2013","56","112","17","44","34","22","89","56","1","2","2","5","5","3","3","0","0","0","0","0","0","3","11","0"
"5710","Evangeline","Gwenore","evangelinegwenore@gmail.com","423-354-1638","136.51.124.246","1970","Graduation","Together","40548","0","1","Together","10-10-2012","31","110","0","5","2","0","3","31","2","2","2","1","1","4","5","0","1","0","0","0","0","3","11","0"
"7373","Rheba","Cathryn","rhebacathryn@gmail.com","511-925-532","154.49.120.135","1952","PhD","Divorced","46610","0","2","Divorced","29-10-2012","8","96","12","96","33","22","43","8","6","4","4","1","1","6","6","0","0","0","0","0","0","3","11","1"
"8755","Violante","Hildy","violantehildy@gmail.com","367-848-5305","245.215.96.40","1946","Master","Married","68657","0","0","Married","20-02-2013","4","482","34","471","119","68","22","4","1","3","3","5","5","9","7","0","0","0","0","0","0","3","11","0"
"10738","Nat","Donielle","natdonielle@gmail.com","328-866-6424","98.123.8.252","1951","Master","Single","49389","1","1","Single","29-08-2013","55","40","0","19","2","1","3","55","1","2","2","0","0","3","7","0","0","0","0","0","0","3","11","0"
"4339","Rasia","Dollie","rasiadollie@gmail.com","579-324-8537","155.202.159.38","1970","PhD","Married","67353","0","1","Married","31-12-2013","37","702","17","151","0","8","35","37","5","5","5","6","6","12","2","0","0","0","0","0","0","3","11","0"
"10755","Bunnie","Mariquilla","bunniemariquilla@gmail.com","704-717-5409","228.31.206.117","1976","2n Cycle","Married","23718","1","0","Married","02-09-2013","76","6","3","14","15","7","36","76","3","3","3","1","1","2","7","0","0","0","0","0","0","3","11","0"
"8595","Clemmie","Wrennie","clemmiewrennie@gmail.com","506-476-112","42.198.231.76","1973","Graduation","Widow","42429","0","1","Widow","11-02-2014","99","55","0","6","2","0","4","99","2","1","1","1","1","3","5","0","0","0","0","0","0","3","11","0"
"2968","Janaye","Gloriane","janayegloriane@gmail.com","289-247-9337","133.203.244.59","1943","PhD","Divorced","48948","0","0","Divorced","01-02-2013","53","437","8","206","160","49","42","53","2","7","7","10","10","5","6","1","0","0","0","0","0","3","11","1"
"8601","Kaye","Clara","kayeclara@gmail.com","450-476-2758","147.108.71.151","1980","Graduation","Married","80011","0","1","Married","29-04-2013","3","421","76","536","82","178","102","3","2","8","8","6","6","5","4","0","0","0","0","0","0","3","11","0"
"503","Barbara-anne","Bridie","barbara-annebridie@gmail.com","405-240-1418","93.185.41.218","1985","Master","Married","20559","1","0","Married","12-03-2013","88","13","1","29","3","0","7","88","2","2","2","0","0","3","8","0","0","0","0","0","0","3","11","0"
"8430","Reine","Hally","reinehally@gmail.com","573-556-2505","111.105.122.62","1957","Graduation","Together","21994","0","1","Together","24-12-2012","4","9","0","6","3","1","3","4","1","0","0","0","0","3","5","0","0","0","0","0","0","3","11","0"
"7281","Madelyn","Odille","madelynodille@gmail.com","753-802-7099","60.161.11.118","1959","PhD","Single","","0","0","Single","05-11-2013","80","81","11","50","3","2","39","80","1","1","1","3","3","4","2","0","0","0","0","0","0","3","11","0"
"2139","Juieta","Nerty","juietanerty@gmail.com","615-580-9834","30.47.135.152","1975","Master","Married","7500","1","0","Married","02-10-2013","19","3","1","10","3","2","12","19","3","2","2","0","0","3","5","0","0","0","0","0","0","3","11","0"
"1371","Tansy","Mignonne","tansymignonne@gmail.com","313-307-1906","8.45.17.237","1976","Graduation","Single","79941","0","0","Single","28-06-2014","72","123","164","266","227","30","174","72","1","2","2","4","4","9","1","0","0","0","0","0","0","3","11","0"
"9909","Korie","Bevvy","koriebevvy@gmail.com","402-345-6075","151.95.223.168","1996","2n Cycle","Married","7500","0","0","Married","09-11-2012","24","3","18","14","15","22","50","24","3","3","3","1","1","3","9","0","0","0","0","0","0","3","11","1"
"7286","Pegeen","Cesya","pegeencesya@gmail.com","637-683-84","177.118.71.99","1968","Graduation","Together","41728","1","0","Together","24-05-2013","92","13","6","15","3","5","13","92","1","2","2","0","0","2","10","0","0","0","0","0","0","3","11","0"
"7244","Shelli","Georgianne","shelligeorgianne@gmail.com","787-891-1170","103.231.67.152","1951","Graduation","Single","","2","1","Single","01-01-2014","96","48","5","48","6","10","7","96","3","2","2","1","1","4","6","0","0","0","0","0","0","3","11","0"
"6566","Lainey","Lyndsay","laineylyndsay@gmail.com","413-866-9454","111.147.205.144","1954","PhD","Married","72550","1","1","Married","08-11-2012","39","826","50","317","50","38","38","39","9","5","5","2","2","12","8","0","0","0","0","0","0","3","11","0"
"8614","Rani","Penelope","ranipenelope@gmail.com","390-573-22","37.24.38.86","1957","Graduation","Widow","65486","0","1","Widow","12-05-2014","29","245","19","125","37","67","14","29","1","4","4","2","2","10","2","0","0","0","0","0","0","3","11","0"
"4114","Nonie","Elana","nonieelana@gmail.com","550-868-5748","37.98.105.67","1964","Master","Married","79143","0","0","Married","11-08-2012","2","650","37","780","27","167","32","2","1","6","6","9","9","13","3","0","0","0","0","0","0","3","11","0"
"1331","Marietta","Valaria","mariettavalaria@gmail.com","759-216-3624","224.124.20.158","1977","Graduation","Single","35790","1","0","Single","02-01-2013","54","12","6","20","30","1","3","54","2","2","2","0","0","3","7","0","0","0","0","0","0","3","11","0"
"2225","Cathleen","Gilda","cathleengilda@gmail.com","551-751-255","44.246.243.45","1977","Graduation","Divorced","82582","0","0","Divorced","07-06-2014","54","510","120","550","156","40","241","54","1","4","4","9","9","7","1","1","0","0","1","0","0","3","11","1"
"9381","Halette","Karlyn","halettekarlyn@gmail.com","410-602-6042","75.22.122.214","1978","Graduation","Married","66373","1","1","Married","12-06-2013","57","328","9","124","12","24","109","57","7","4","4","2","2","10","3","0","0","0","0","0","0","3","11","0"
"6260","Julietta","Kayle","juliettakayle@gmail.com","564-774-2044","79.58.245.195","1955","Master","Together","82384","0","0","Together","19-11-2012","55","984","51","432","180","120","190","55","1","3","3","10","10","13","1","0","0","1","0","0","0","3","11","1"
"10383","Nerti","Gretal","nertigretal@gmail.com","238-622-6874","107.4.35.197","1966","Graduation","Divorced","70287","0","0","Divorced","02-04-2013","30","295","35","482","121","120","40","30","1","5","5","5","5","10","3","0","0","0","0","0","0","3","11","1"
"7437","Karna","Prue","karnaprue@gmail.com","536-705-3142","37.37.37.150","1988","Graduation","Single","27938","1","0","Single","28-04-2014","31","13","0","8","2","1","5","31","1","1","1","0","0","4","3","0","0","0","0","0","0","3","11","0"
"8557","Nell","Vonni","nellvonni@gmail.com","547-772-975","62.158.104.25","1982","Graduation","Single","","1","0","Single","17-06-2013","57","11","3","22","2","2","6","57","2","2","2","0","0","3","6","0","0","0","0","0","0","3","11","0"
"8375","Harriette","Jenna","harriettejenna@gmail.com","376-588-8601","189.233.148.61","1968","PhD","Married","55954","0","1","Married","03-03-2014","63","447","0","28","0","0","43","63","3","8","8","2","2","6","7","0","0","0","0","0","0","3","11","0"
"6853","Annamarie","Twyla","annamarietwyla@gmail.com","242-845-3177","160.233.52.108","1982","Master","Single","75777","0","0","Single","04-07-2013","12","712","26","538","69","13","80","12","1","3","3","6","6","11","1","0","1","1","0","0","0","3","11","1"
"3076","Shannah","Kylen","shannahkylen@gmail.com","443-203-1176","58.193.183.251","1975","Graduation","Together","66653","1","1","Together","07-09-2012","18","452","18","102","16","18","6","18","4","4","4","2","2","12","3","0","0","0","0","0","0","3","11","0"
"1012","Hyacinthe","Ilysa","hyacintheilysa@gmail.com","514-276-4090","116.240.202.28","1952","Graduation","Single","61823","0","1","Single","18-02-2013","26","523","7","134","37","14","169","26","4","8","8","2","2","10","7","0","0","0","0","0","0","3","11","0"
"6518","Peria","Almire","periaalmire@gmail.com","647-832-4653","237.25.178.217","1951","PhD","Widow","67680","0","1","Widow","11-06-2013","8","546","0","48","0","6","6","8","1","7","7","3","3","8","5","0","0","0","0","0","0","3","11","0"
"4137","Candide","Mellisent","candidemellisent@gmail.com","627-429-3588","21.21.126.193","1948","Graduation","Together","70666","0","0","Together","06-12-2013","29","398","40","367","119","122","30","29","1","7","7","4","4","4","4","0","0","0","0","0","0","3","11","0"
"8082","Midge","Annadiane","midgeannadiane@gmail.com","475-968-466","82.79.151.93","1971","Graduation","Married","25721","1","0","Married","21-05-2013","75","1","3","6","3","6","15","75","1","1","1","1","1","2","7","0","0","0","0","0","0","3","11","1"
"1386","Keri","Rosa","kerirosa@gmail.com","461-590-9111","140.81.116.245","1967","Graduation","Together","32474","1","1","Together","11-05-2014","0","10","0","1","0","0","0","0","1","1","1","0","0","2","7","0","0","0","0","0","0","3","11","0"
"9369","Minette","Astrix","minetteastrix@gmail.com","484-666-8248","243.9.99.114","1979","2n Cycle","Single","88194","0","1","Single","19-03-2014","19","688","14","309","201","24","38","19","1","11","11","10","10","10","5","1","0","0","1","0","0","3","11","1"
"4477","Glenine","Simone","gleninesimone@gmail.com","455-689-2709","211.121.13.237","1958","Graduation","Together","69096","0","1","Together","27-09-2013","4","247","49","159","7","82","109","4","1","5","5","2","2","10","4","0","0","0","0","0","0","3","11","0"
"1357","Delcine","Barbie","delcinebarbie@gmail.com","463-282-6617","98.1.37.89","1970","Graduation","Together","74854","1","2","Together","08-04-2013","90","856","59","487","58","29","73","90","7","2","2","5","5","5","5","0","0","0","0","0","0","3","11","0"
"1402","Angil","Donia","angildonia@gmail.com","480-469-5063","220.155.6.178","1954","Master","Married","66991","0","0","Married","11-09-2012","1","496","36","460","189","60","12","1","3","4","4","8","8","6","3","0","0","0","0","0","0","3","11","0"
"10629","Dulce","Brier","dulcebrier@gmail.com","219-794-6793","91.53.104.15","1973","2n Cycle","Married","","1","0","Married","14-09-2012","25","25","3","43","17","4","17","25","3","3","3","0","0","3","8","0","0","0","0","0","0","3","11","0"
"6312","Karyl","Geraldine","karylgeraldine@gmail.com","254-495-8911","141.100.116.38","1959","Graduation","Married","65031","0","1","Married","17-03-2013","29","258","107","291","84","37","86","29","4","10","10","3","3","13","7","0","0","0","0","0","0","3","11","0"
"8132","Jammie","Angelique","jammieangelique@gmail.com","241-710-6067","30.213.67.74","1975","PhD","Married","60631","1","1","Married","05-04-2013","88","565","6","65","0","6","19","88","5","9","9","2","2","8","7","0","1","0","0","0","0","3","11","0"
"1050","Issy","Robenia","issyrobenia@gmail.com","326-518-8522","22.204.136.131","1952","Graduation","Married","28332","0","0","Married","30-04-2014","58","14","10","13","4","15","9","58","1","2","2","1","1","4","2","0","0","0","0","0","0","3","11","0"
"5846","Phedra","Manda","phedramanda@gmail.com","674-788-336","28.125.51.104","1977","Graduation","Divorced","40246","1","0","Divorced","19-12-2012","68","2","1","6","2","1","1","68","1","1","1","0","0","2","6","0","0","0","0","0","0","3","11","0"
"1859","Micki","Opaline","mickiopaline@gmail.com","586-940-1490","157.228.252.32","1972","Master","Married","75251","0","0","Married","27-08-2012","34","721","111","925","97","18","18","34","1","7","7","6","6","5","5","0","0","0","0","0","0","3","11","1"
"7503","Lotte","Blanche","lotteblanche@gmail.com","300-778-5380","228.61.179.87","1976","Graduation","Single","75825","0","0","Single","12-10-2012","40","1032","105","779","137","105","51","40","0","5","5","8","8","9","4","1","0","0","0","0","0","3","11","1"
"10401","Minnie","Esther","minnieesther@gmail.com","247-405-260","38.20.59.246","1976","2n Cycle","Together","26326","0","0","Together","04-09-2013","12","1","0","5","0","3","9","12","1","0","0","0","0","3","3","0","0","0","0","0","1","3","11","0"
"1618","Shelagh","Lanae","shelaghlanae@gmail.com","536-628-1132","210.73.210.115","1965","Graduation","Together","56046","0","0","Together","02-01-2013","9","577","0","64","0","0","51","9","2","10","10","1","1","8","8","1","0","0","0","0","0","3","11","1"
"3332","Beverlie","Georgina","beverliegeorgina@gmail.com","202-568-5896","224.125.183.155","1985","Graduation","Single","29760","1","0","Single","29-08-2012","87","64","4","68","7","5","17","87","4","3","3","1","1","4","8","0","0","0","0","0","0","3","11","0"
"2261","Estrellita","Tiffy","estrellitatiffy@gmail.com","209-670-2168","39.35.214.232","1969","Graduation","Married","26304","1","0","Married","23-06-2013","5","4","1","5","2","0","4","5","1","1","1","0","0","2","7","0","0","0","0","0","0","3","11","0"
"5346","Shanie","Vanessa","shanievanessa@gmail.com","294-347-552","30.169.158.77","1973","2n Cycle","Married","23559","1","0","Married","03-07-2013","87","25","5","19","7","0","23","87","3","3","3","0","0","3","7","0","0","0","0","0","0","3","11","0"
"4119","Marthe","Norina","marthenorina@gmail.com","223-802-6019","171.212.190.34","1963","Master","Together","38620","0","0","Together","11-05-2013","56","112","17","44","34","22","89","56","1","2","2","5","5","3","3","0","0","0","0","0","0","3","11","0"
"535","Bonnie","Gayel","bonniegayel@gmail.com","366-543-3707","190.63.89.59","1987","Graduation","Divorced","81361","0","0","Divorced","25-02-2014","18","163","23","424","27","65","76","18","1","3","3","10","10","13","1","0","0","0","0","0","0","3","11","0"
"5268","Bryna","Lynna","brynalynna@gmail.com","389-285-6013","61.30.171.185","1960","Graduation","Married","29440","1","1","Married","11-08-2013","95","17","8","14","10","4","3","95","2","1","1","0","0","4","7","0","0","0","0","0","0","3","11","0"
"273","Tiffany","Tybie","tiffanytybie@gmail.com","624-735-4952","108.51.184.94","1970","Master","Married","36138","1","1","Married","16-07-2013","48","130","0","16","0","0","5","48","5","3","3","1","1","4","7","0","1","0","0","0","0","3","11","0"
"4452","Adaline","Katerina","adalinekaterina@gmail.com","606-564-5321","253.224.8.212","1957","Graduation","Single","50388","0","1","Single","28-05-2014","3","292","6","37","0","3","34","3","4","6","6","1","1","6","7","0","1","0","1","0","0","3","11","1"
"8504","Nikki","Jessy","nikkijessy@gmail.com","740-282-3765","97.183.42.23","1973","Graduation","Married","79593","0","0","Married","12-05-2014","70","350","60","568","110","133","145","70","1","5","5","6","6","7","2","0","0","1","0","0","0","3","11","0"
"771","Katharine","Jacqui","katharinejacqui@gmail.com","561-841-7332","235.230.110.27","1967","Graduation","Together","54178","0","1","Together","21-01-2014","79","135","9","39","4","0","7","79","1","2","2","2","2","5","2","0","0","0","0","0","0","3","11","0"
"8996","Libby","Vivyan","libbyvivyan@gmail.com","638-891-3143","223.126.100.198","1957","PhD","Married","","2","1","Married","19-11-2012","4","230","42","192","49","37","53","4","12","7","7","2","2","8","9","0","0","0","0","0","0","3","11","0"
"9235","Margareta","Karoly","margaretakaroly@gmail.com","668-455-5935","200.206.64.193","1957","Graduation","Single","","1","1","Single","27-05-2014","45","7","0","8","2","0","1","45","1","1","1","0","0","2","7","0","0","0","0","0","0","3","11","0"
"5798","Celinka","Lauryn","celinkalauryn@gmail.com","574-679-809","154.163.57.35","1973","Master","Together","","0","0","Together","23-11-2013","87","445","37","359","98","28","18","87","1","2","2","4","4","8","1","0","0","0","0","0","0","3","11","0"
"11178","Bird","Patricia","birdpatricia@gmail.com","520-822-2161","144.127.82.172","1972","Master","Single","42394","1","0","Single","23-03-2014","69","15","2","10","0","1","4","69","1","1","1","0","0","3","7","0","0","0","0","0","0","3","11","0"
"2230","Florencia","Marti","florenciamarti@gmail.com","570-529-5991","231.51.215.103","1970","PhD","Married","23626","1","0","Married","24-05-2014","84","27","2","14","0","0","0","84","3","3","3","1","1","3","5","0","0","0","0","0","0","3","11","0"
"7516","Ruthanne","Keslie","ruthannekeslie@gmail.com","258-482-9270","216.162.13.126","1983","Graduation","Married","30096","1","0","Married","22-05-2014","30","5","3","11","12","5","9","30","1","2","2","0","0","3","6","0","0","0","0","0","0","3","11","0"
"7247","Yasmeen","Cornelia","yasmeencornelia@gmail.com","527-285-9662","238.162.168.18","1960","Graduation","Widow","47916","0","1","Widow","22-11-2012","72","505","0","26","0","0","75","72","5","7","7","4","4","6","6","0","1","0","0","0","0","3","11","0"
"11100","Allene","Dorice","allenedorice@gmail.com","534-205-6692","32.88.200.74","1972","Graduation","Divorced","51813","1","1","Divorced","11-04-2013","37","51","2","7","0","1","2","37","2","2","2","0","0","3","7","0","0","0","0","0","0","3","11","0"
"4646","Shena","Shandra","shenashandra@gmail.com","361-317-4506","112.245.64.107","1951","2n Cycle","Married","78497","0","0","Married","01-12-2013","44","207","26","447","75","0","223","44","1","5","5","7","7","12","2","0","0","0","1","0","0","3","11","0"
"3037","Alysa","Lura","alysalura@gmail.com","597-319-658","9.176.70.182","1983","PhD","Married","50150","0","0","Married","20-06-2013","32","135","46","92","65","61","11","32","2","5","5","2","2","7","5","0","0","0","0","0","0","3","11","0"
"1473","Julieta","Ranique","julietaranique@gmail.com","390-789-8980","32.45.82.221","1960","2n Cycle","Single","47823","0","1","Single","23-07-2013","0","53","1","5","2","1","10","0","2","2","2","0","0","3","8","0","0","0","0","0","0","3","11","0"
"1016","Iseabal","Thelma","iseabalthelma@gmail.com","443-651-2711","253.136.11.187","1959","PhD","Single","34554","0","1","Single","30-03-2014","43","41","1","6","2","0","5","43","2","2","2","0","0","3","6","0","0","0","0","0","0","3","11","0"
"4518","Cherlyn","Daloris","cherlyndaloris@gmail.com","434-606-6189","149.36.85.20","1979","Graduation","Together","85693","0","1","Together","20-04-2013","59","386","172","183","185","132","111","59","2","9","9","5","5","11","5","0","0","0","0","0","0","3","11","0"
"9370","Delores","Kaitlyn","deloreskaitlyn@gmail.com","757-216-3283","121.180.242.122","1945","PhD","Married","65846","0","0","Married","17-05-2013","68","562","81","276","80","40","81","68","1","6","6","3","3","6","4","0","0","0","0","0","0","3","11","0"
"8908","Kristen","Orelia","kristenorelia@gmail.com","361-939-4758","115.59.172.54","1959","Graduation","Married","87195","0","0","Married","08-05-2014","35","217","76","690","50","26","38","35","1","3","3","11","11","5","1","0","0","0","0","0","0","3","11","1"
"8373","Faina","Lauralee","fainalauralee@gmail.com","285-779-4086","37.250.97.51","1979","Basic","Together","24594","1","0","Together","10-12-2013","94","1","3","6","10","0","9","94","1","1","1","0","0","3","5","0","0","0","0","0","0","3","11","0"
"7533","Lynnell","Bobbe","lynnellbobbe@gmail.com","509-656-4052","211.210.128.49","1964","Graduation","Married","49096","1","1","Married","24-09-2013","15","144","1","32","2","1","7","15","4","4","4","1","1","4","7","0","0","0","0","0","0","3","11","0"
"2683","Bili","Marysa","bilimarysa@gmail.com","575-935-8830","140.19.75.237","1969","Graduation","Married","52413","0","2","Married","02-02-2013","56","295","106","271","75","98","65","56","4","6","6","4","4","12","6","0","0","0","0","0","0","3","11","0"
"3629","Kary","Trudi","karytrudi@gmail.com","241-882-9384","187.3.20.218","1978","Graduation","Single","38557","1","0","Single","19-12-2012","17","76","3","31","4","4","27","17","2","3","3","1","1","3","7","0","0","0","0","0","0","3","11","0"
"10991","Tawsha","Angelita","tawshaangelita@gmail.com","504-343-7957","112.247.55.116","1960","Master","Married","89058","0","0","Married","07-12-2012","18","454","194","106","31","22","43","18","1","5","5","4","4","4","2","0","0","0","0","0","0","3","11","0"
"5077","Phillida","Masha","phillidamasha@gmail.com","509-739-6367","5.119.218.63","1979","Graduation","Together","77298","0","1","Together","02-11-2013","46","425","115","292","23","35","79","46","1","6","6","6","6","11","3","0","0","0","0","0","0","3","11","0"
"7431","Josselyn","Kore","josselynkore@gmail.com","482-780-545","128.169.24.148","1991","PhD","Single","68126","0","0","Single","10-11-2012","40","1332","17","311","23","51","86","40","1","7","7","4","4","5","9","0","1","0","0","0","0","3","11","1"
"3267","Faye","Leann","fayeleann@gmail.com","738-958-5797","187.106.175.12","1963","Master","Together","57288","0","1","Together","25-06-2014","27","527","0","21","0","0","60","27","3","8","8","1","1","8","6","0","1","0","0","0","0","3","11","0"
"999","Deina","Perla","deinaperla@gmail.com","643-726-4989","254.130.175.118","1991","Graduation","Single","86037","0","0","Single","02-01-2013","95","490","44","125","29","20","22","95","1","6","6","7","7","11","3","0","1","1","0","0","0","3","11","1"
